title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,country
"m 7.1 - 238 km ese of tadine, new caledonia",7.1,2018-08-29 03:51:00,2,5,green,1,776,us,0,2.548,23.0,mww,21.43,-22.0295,170.126,"Tadine, New Caledonia",Other
"m 7.1 - 136 km w of i?apari, peru",7.1,2018-08-24 09:04:00,0,3,green,0,776,us,0,3.77,12.0,mww,630.0,-11.0355,-70.8284,"I?apari, Peru",Peru
"m 6.5 - 78 km e of lakatoro, vanuatu",6.5,2018-08-21 22:32:00,6,7,green,1,652,us,0,4.797,10.0,mww,9.0,-16.0315,168.143,"Lakatoro, Vanuatu",Vanuatu
"m 6.5 - 124 km n of labuan bajo, indonesia",6.5,2018-08-17 15:35:00,5,3,green,0,743,us,0,2.719,23.0,mww,529.0,-7.3718,119.802,"Labuan Bajo, Indonesia",Indonesia
"m 6.5 - 108 km wsw of adak, alaska",6.5,2018-08-15 21:56:00,6,6,green,1,655,us,0,0.576,22.0,mww,33.93,51.4234,-178.026,"Adak, Alaska",Russian Federation
"m 6.8 - 38 km se of boyuibe, bolivia",6.8,2018-02-04 13:40:00,5,3,green,0,733,us,0,5.32,16.0,mww,559.0,-20.6588,-63.0058,"Boyuibe, Bolivia",Russian Federation
"m 6.9 - 150 km e of kimbe, papua new guinea",6.9,2018-03-29 21:25:00,9,6,green,1,741,us,0,1.487,18.0,mww,35.0,-5.5321,151.5,"Kimbe, Papua New Guinea",Papua New Guinea
"m 6.7 - 140 km e of kimbe, papua new guinea",6.7,2018-03-26 09:51:00,5,6,green,1,696,us,0,1.507,15.0,mww,40.0,-5.5024,151.402,"Kimbe, Papua New Guinea",Papua New Guinea
"m 6.8 - 103 km e of kokopo, papua new guinea",6.8,2018-08-03 17:39:00,6,6,green,1,719,us,0,1.049,16.0,mww,22.86,-4.3762,153.2,"Kokopo, Papua New Guinea",Papua New Guinea
"m 6.7 - 62 km sw of tari, papua new guinea",6.7,2018-06-03 14:13:00,8,7,green,1,697,us,0,5.457,19.0,mww,20.49,-6.3043,142.612,"Tari, Papua New Guinea",Papua New Guinea
"m 7.5 - 32 km sw of tari, papua new guinea",7.5,2018-02-25 17:44:00,9,8,yellow,1,943,us,0,5.48,17.0,mww,25.21,-6.0699,142.754,"Tari, Papua New Guinea",Papua New Guinea
"m 6.5 - 12 km ssw of kawalu, indonesia",6.5,2017-12-15 16:47:00,8,7,green,0,998,us,0,2.365,28.0,mww,90.0,-7.4921,108.174,"Kawalu, Indonesia",Indonesia
"m 7.0 - 85 km ene of tadine, new caledonia",7.0,2017-11-19 22:43:00,4,6,green,1,771,us,0,0.617,14.0,mww,10.0,-21.3246,168.671,"Tadine, New Caledonia",Other
"m 6.6 - 74 km e of tadine, new caledonia",6.6,2017-11-19 15:09:00,4,5,green,1,676,us,0,0.529,21.0,mww,13.0,-21.5027,168.598,"Tadine, New Caledonia",Other
"m 6.5 - 67 km wsw of angoram, papua new guinea",6.5,2017-07-11 21:26:00,6,5,green,1,661,us,0,4.449,10.0,mww,110.57,-4.2433,143.485,"Angoram, Papua New Guinea",Papua New Guinea
"m 6.8 - 97 km ne of hihifo, tonga",6.8,2017-04-11 09:00:00,5,5,green,1,727,us,0,4.852,21.0,mww,10.0,-15.3197,-173.168,"Hihifo, Tonga",Other
"m 6.6 - 101 km e of tadine, new caledonia",6.6,2017-01-11 02:23:00,3,5,green,1,674,us,0,0.788,29.0,mww,22.0,-21.6484,168.859,"Tadine, New Caledonia",Other
"m 6.7 - 132 km e of tadine, new caledonia",6.7,2017-10-31 00:42:00,3,4,green,1,691,us,0,1.062,55.0,mww,24.0,-21.6971,169.148,"Tadine, New Caledonia",Other
"m 6.7 - 181 km nne of maumere, indonesia",6.7,2017-10-24 10:47:00,3,3,green,0,694,us,0,1.634,16.0,mww,553.81,-7.2168,123.074,"Maumere, Indonesia",Indonesia
"m 6.5 - 247 km ese of attu station, alaska",6.5,2017-08-10 22:34:00,3,5,green,1,651,us,0,1.154,11.0,mww,119.0,52.3909,176.769,"Attu Station, Alaska",Other
"m 7.7 - komandorskiye ostrova, russia region",7.7,2017-07-17 23:34:00,8,7,green,1,918,us,0,3.564,13.0,mww,10.0,54.4434,168.857,"Komandorskiye Ostrova, Russia region",Other
"m 6.6 - auckland islands, new zealand region",6.6,2017-11-07 07:00:00,5,4,green,1,704,us,0,3.773,37.0,mww,10.0,-49.4837,164.016,"Auckland Islands, New Zealand region",Other
"m 6.5 - 2 km s of lim-oo, philippines",6.5,2017-06-07 08:03:00,9,8,yellow,1,740,us,0,4.139,30.0,mww,9.0,11.1269,124.629,"Lim-oo, Philippines",Philippines
"m 6.8 - 200 km nw of attu station, alaska",6.8,2017-02-06 22:24:00,0,4,green,1,711,us,0,2.308,12.0,mww,5.0,54.0312,170.92,"Attu Station, Alaska",Other
"m 6.6 - 37 km wnw of poso, indonesia",6.6,2017-05-29 14:35:00,7,7,green,0,678,us,0,2.353,18.0,mww,12.0,-1.2923,120.431,"Poso, Indonesia",Indonesia
m 6.5 - south sandwich islands region,6.5,2017-10-05 23:23:00,0,4,green,1,650,us,0,6.489,17.0,mww,15.0,-56.414,-25.7432,South Sandwich Islands region,Other
"m 6.9 - 31 km sw of burias, philippines",6.9,2017-04-28 20:23:00,9,6,green,1,814,us,0,1.636,14.0,mww,26.0,5.5043,125.066,"Burias, Philippines",Philippines
"m 6.6 - 81 km nne of ust??kamchatsk staryy, russia",6.6,2017-03-29 04:09:00,6,7,yellow,1,671,us,0,4.591,14.0,mww,17.0,56.9401,162.786,"Ust??Kamchatsk Staryy, Russia",Russian Federation
m 6.9 - south of the fiji islands,6.9,2017-02-24 17:28:00,2,3,green,1,733,us,0,6.012,19.0,mww,414.5,-23.2593,-178.804,the Fiji Islands,Other
"m 6.5 - 41 km e of padilla, bolivia",6.5,2017-02-21 14:09:00,3,3,green,0,653,us,0,4.242,14.0,mww,595.98,-19.2814,-63.9047,"Padilla, Bolivia",Russian Federation
"m 6.5 - 11 km n of mabua, philippines",6.5,2017-10-02 14:03:00,8,7,yellow,1,718,us,0,2.822,36.0,mww,15.0,9.9071,125.452,"Mabua, Philippines",Philippines
"m 7.9 - 35 km wnw of panguna, papua new guinea",7.9,2017-01-22 04:30:00,9,7,yellow,1,987,us,0,3.625,9.0,mww,135.0,-6.2464,155.172,"Panguna, Papua New Guinea",Papua New Guinea
"m 6.5 - 65 km w of kirakira, solomon islands",6.5,2017-01-19 23:04:00,6,6,green,1,654,us,0,1.64,21.0,mww,36.0,-10.3506,161.335,"Kirakira, Solomon Islands",Solomon Islands
"m 7.3 - 189 km sse of tabiauan, philippines",7.3,2017-10-01 06:13:00,6,3,green,1,849,us,0,3.813,18.0,mww,627.17,4.4782,122.617,"Tabiauan, Philippines",Other
"m 6.9 - 225 km sw of nadi, fiji",6.9,2017-03-01 21:52:00,6,4,green,1,742,us,0,2.495,13.0,mww,12.0,-19.3733,176.052,"Nadi, Fiji",Other
"m 6.7 - 151 km ne of lospalos, timor leste",6.7,2016-12-21 00:17:00,5,5,green,0,726,us,0,3.38,17.0,mww,152.0,-7.5082,127.921,"Lospalos, Timor Leste",Indonesia
"m 7.9 - 140 km e of kokopo, papua new guinea",7.9,2016-12-17 10:51:00,9,7,yellow,1,972,us,0,1.389,13.0,mww,94.54,-4.5049,153.522,"Kokopo, Papua New Guinea",Papua New Guinea
"m 6.9 - 92 km wsw of kirakira, solomon islands",6.9,2016-09-12 19:10:00,8,6,green,1,737,us,0,1.747,26.0,mww,19.73,-10.749,161.132,"Kirakira, Solomon Islands",Other
"m 6.5 - 79 km wsw of kirakira, solomon islands",6.5,2016-08-12 21:56:00,0,5,green,0,650,us,0,1.937,18.0,mww,12.26,-10.8416,161.314,"Kirakira, Solomon Islands",Other
"m 7.8 - 69 km wsw of kirakira, solomon islands",7.8,2016-08-12 17:38:00,9,8,green,1,961,us,0,1.836,13.0,mww,40.0,-10.6812,161.327,"Kirakira, Solomon Islands",Solomon Islands
"m 6.5 - 14 km wnw of reuleuet, indonesia",6.5,2016-06-12 22:03:00,9,8,yellow,0,731,us,0,0.778,27.0,mww,13.0,5.2834,96.1678,"Reuleuet, Indonesia",Indonesia
"m 6.6 - 122 km n of murghob, tajikistan",6.6,2016-11-25 14:24:00,8,7,green,0,693,us,0,1.697,20.0,mww,17.0,39.2732,73.9776,"Murghob, Tajikistan",Russian Federation
"m 6.9 - 156 km ssw of puerto el triunfo, el salvador",6.9,2016-11-24 18:43:00,5,4,green,1,855,us,0,1.796,20.0,mww,10.0,11.9097,-88.8968,"Puerto El Triunfo, El Salvador",Other
"m 6.5 - 74 km ne of amberley, new zealand",6.5,2016-11-14 00:34:00,7,7,yellow,1,664,us,0,0.283,56.0,mww,9.0,-42.6058,173.254,"Amberley, New Zealand",New Zealand
"m 6.5 - 92 km ssw of blenheim, new zealand",6.5,2016-11-13 11:32:00,6,7,yellow,1,656,us,0,0.135,58.0,mww,10.0,-42.3205,173.669,"Blenheim, New Zealand",New Zealand
"m 6.6 - 161 km nne of pamanukan, indonesia",6.6,2016-10-19 00:26:00,3,3,green,0,677,us,0,2.022,16.0,mww,614.0,-4.8626,108.163,"Pamanukan, Indonesia",Indonesia
"m 6.8 - 76 km wnw of kandrian, papua new guinea",6.8,2016-10-17 06:14:00,3,6,green,1,716,us,0,3.727,11.0,mww,42.0,-6.0033,148.887,"Kandrian, Papua New Guinea",Papua New Guinea
m 6.9 - fiji region,6.9,2016-09-24 21:28:00,2,3,green,1,733,us,0,4.051,9.0,mww,596.4,-19.7819,-178.244,Fiji region,Fiji
"m 7.0 - 175 km ne of gisborne, new zealand",7.0,2016-01-09 16:37:00,5,6,green,1,897,us,0,0.698,21.0,mww,19.0,-37.3586,179.146,"Gisborne, New Zealand",Other
"m 6.8 - 90 km ne of rabaul, papua new guinea",6.8,2016-08-31 03:11:00,4,3,green,1,713,us,0,0.803,12.0,mww,476.0,-3.6849,152.792,"Rabaul, Papua New Guinea",Papua New Guinea
"m 6.8 - 26 km w of chauk, myanmar",6.8,2016-08-24 10:34:00,6,6,yellow,0,981,us,0,1.802,17.0,mww,82.0,20.9228,94.569,"Chauk, Myanmar",Myanmar
m 7.2 - southeast of the loyalty islands,7.2,2016-12-08 01:26:00,6,5,green,1,799,us,0,4.823,14.0,mww,16.37,-22.4765,173.117,the Loyalty Islands,Other
"m 7.7 - pagan region, northern mariana islands",7.7,2016-07-29 21:18:00,5,6,green,1,971,us,0,3.294,14.0,mww,196.0,18.5429,145.507,"Pagan region, Northern Mariana Islands",Other
"m 6.6 - 80 km w of sungai penuh, indonesia",6.6,2016-01-06 22:56:00,4,6,green,0,671,us,0,2.435,16.0,mww,50.0,-2.0967,100.665,"Sungai Penuh, Indonesia",Indonesia
m 7.2 - south sandwich islands region,7.2,2016-05-28 09:46:00,1,6,green,1,798,us,0,5.803,24.0,mww,78.0,-56.2409,-26.9353,South Sandwich Islands region,Other
m 6.9 - ,6.9,2016-05-28 05:38:00,3,3,green,1,733,us,0,5.485,19.0,mww,405.69,-21.9724,-178.204,South Pacific,Other
"m 6.9 - 24 km nw of rosa zarate, ecuador",6.9,2016-05-18 16:46:00,8,7,green,1,780,us,0,1.192,17.0,mww,29.95,0.4947,-79.616,"Rosa Zarate, Ecuador",Ecuador
"m 6.7 - 32 km se of muisne, ecuador",6.7,2016-05-18 07:57:00,5,7,green,1,744,us,0,1.352,21.0,mww,16.0,0.4261,-79.7899,"Muisne, Ecuador",Ecuador
"m 7.0 - 3 km nw of norsup, vanuatu",7.0,2016-04-28 19:33:00,7,7,green,1,755,us,0,0.616,14.0,mww,24.0,-16.0429,167.379,"Norsup, Vanuatu",Vanuatu
"m 6.9 - 76 km se of mawlaik, myanmar",6.9,2016-04-13 13:55:00,6,6,yellow,0,903,us,0,3.001,14.0,mww,136.0,23.0944,94.8654,"Mawlaik, Myanmar",Myanmar
"m 6.6 - 42 km wsw of ashk?sham, afghanistan",6.6,2016-10-04 10:28:00,6,4,green,0,738,us,0,0.789,17.0,mww,212.0,36.4725,71.1311,"Ashk?sham, Afghanistan",Afghanistan
"m 6.7 - 104 km w of sola, vanuatu",6.7,2016-07-04 03:32:00,7,5,green,1,692,us,0,6.787,25.0,mww,27.59,-13.9805,166.594,"Sola, Vanuatu",Vanuatu
"m 6.7 - 102 km wsw of sola, vanuatu",6.7,2016-06-04 06:58:00,7,6,green,1,691,us,0,6.697,19.0,mww,24.0,-14.0683,166.624,"Sola, Vanuatu",Vanuatu
"m 6.9 - 82 km nnw of port-olry, vanuatu",6.9,2016-03-04 08:23:00,7,6,green,1,734,us,0,1.166,25.0,mww,26.0,-14.3235,166.855,"Port-Olry, Vanuatu",Vanuatu
"m 7.8 - southwest of sumatra, indonesia",7.8,2016-02-03 12:49:00,4,3,green,0,948,us,0,7.009,20.0,mww,24.0,-4.9521,94.3299,"Sumatra, Indonesia",Other
"m 7.2 - 80 km s of mil??ovo, russia",7.2,2016-01-30 03:25:00,3,7,green,1,799,us,0,0.958,17.0,mww,177.0,53.9776,158.546,"Mil??ovo, Russia",Russian Federation
"m 6.6 - 203 km sw of la cruz de loreto, mexico",6.6,2016-01-21 18:06:00,3,4,green,1,673,us,0,2.413,74.0,mww,10.0,18.8239,-106.934,"La Cruz de Loreto, Mexico",Other
"m 6.7 - 52 km se of shizunai-furukawach?, japan",6.7,2016-01-14 03:25:00,5,6,green,1,717,us,0,0.281,22.0,mww,46.0,41.9723,142.781,"Shizunai-furukawach?, Japan",Japan
"m 6.5 - 227 km se of sarangani, philippines",6.5,2016-11-01 16:38:00,3,6,green,1,651,us,0,3.144,22.0,mww,13.0,3.8965,126.862,"Sarangani, Philippines",Indonesia
"m 6.6 - 4 km w of manuel ?vila camacho (ponte duro), mexico",6.6,2015-12-17 19:49:00,8,6,green,1,765,us,0,0.41,35.0,mww,85.0,15.8015,-93.633,"Manuel ?vila Camacho (Ponte Duro), Mexico",Mexico
"m 6.9 - 107 km se of amahai, indonesia",6.9,2015-09-12 10:21:00,8,5,green,0,738,us,0,2.979,14.0,mww,21.0,-4.1064,129.508,"Amahai, Indonesia",Indonesia
"m 7.2 - 104 km w of murghob, tajikistan",7.2,2015-07-12 07:50:00,4,7,green,0,827,us,0,1.116,18.0,mww,22.0,38.2107,72.7797,"Murghob, Tajikistan",Tajikistan
"m 6.7 - 125 km ssw of tarauac?, brazil",6.7,2015-11-26 05:45:00,2,3,green,0,691,us,0,2.033,19.0,mww,602.75,-9.1825,-71.2574,"Tarauac?, Brazil",Brazil
"m 7.6 - 185 km wnw of i?apari, peru",7.6,2015-11-24 22:50:00,5,4,green,0,896,us,0,2.852,10.0,mww,620.56,-10.0598,-71.0184,"I?apari, Peru",Peru
"m 7.6 - 155 km wnw of i?apari, peru",7.6,2015-11-24 22:45:00,6,5,green,1,957,us,0,3.287,10.0,mww,606.21,-10.5372,-70.9437,"I?apari, Peru",Peru
"m 6.8 - 153 km wsw of buala, solomon islands",6.8,2015-11-18 18:31:00,5,6,green,1,715,us,0,1.599,19.0,mww,12.59,-8.8994,158.422,"Buala, Solomon Islands",Solomon Islands
"m 6.7 - 140 km wsw of makurazaki, japan",6.7,2015-11-13 20:51:00,5,4,green,0,702,us,0,1.444,17.0,mww,12.0,31.0009,128.873,"Makurazaki, Japan",Other
"m 6.9 - 85 km nw of coquimbo, chile",6.9,2015-11-11 02:46:00,5,6,green,0,744,us,0,0.821,43.0,mww,10.0,-29.5097,-72.0585,"Coquimbo, Chile",Other
"m 6.9 - 81 km nw of coquimbo, chile",6.9,2015-11-11 01:54:00,6,6,green,1,761,us,0,0.784,32.0,mww,12.0,-29.5067,-72.0068,"Coquimbo, Chile",Other
"m 6.6 - nicobar islands, india region",6.6,2015-08-11 16:47:00,7,4,green,0,675,us,0,2.792,31.0,mww,10.0,6.8431,94.648,"Nicobar Islands, India region",Other
"m 6.8 - 39 km sw of ovalle, chile",6.8,2015-07-11 07:31:00,7,7,green,1,841,us,0,0.258,41.0,mww,46.0,-30.8796,-71.4519,"Ovalle, Chile",Chile
"m 6.5 - 47 km nw of maubara, timor leste",6.5,2015-04-11 03:44:00,5,7,green,0,657,us,0,1.53,21.0,mww,20.0,-8.3381,124.875,"Maubara, Timor Leste",Indonesia
"m 7.1 - 31 km ne of port-olry, vanuatu",7.1,2015-10-20 21:52:00,6,6,green,1,780,us,0,0.592,11.0,mww,135.0,-14.8595,167.303,"Port-Olry, Vanuatu",Vanuatu
"m 6.6 - 28 km n of sorong, indonesia",6.6,2015-09-24 15:53:00,7,7,green,0,671,us,0,2.486,13.0,mww,18.0,-0.6212,131.262,"Sorong, Indonesia",Indonesia
"m 6.6 - 22 km wsw of illapel, chile",6.6,2015-09-21 17:40:00,5,7,green,1,820,us,0,1.064,14.0,mww,35.0,-31.7275,-71.3792,"Illapel, Chile",Chile
"m 6.7 - 61 km wnw of illapel, chile",6.7,2015-09-17 04:10:00,5,7,green,0,718,us,0,0.853,35.0,mww,23.0,-31.5173,-71.804,"Illapel, Chile",Chile
"m 6.5 - 54 km wnw of illapel, chile",6.5,2015-09-17 03:55:00,6,7,green,0,657,us,0,0.749,62.0,mww,27.0,-31.4244,-71.6876,"Illapel, Chile",Chile
"m 7.0 - 25 km wnw of illapel, chile",7.0,2015-09-16 23:18:00,8,7,green,0,799,us,0,0.903,13.0,mww,28.41,-31.5622,-71.4262,"Illapel, Chile",Chile
"m 6.7 - 95 km sw of topolobampo, mexico",6.7,2015-09-13 08:14:00,5,5,green,1,708,us,0,1.256,123.0,mww,10.0,24.913,-109.623,"Topolobampo, Mexico",Other
"m 6.5 - 177 km se of gizo, solomon islands",6.5,2015-12-08 18:49:00,0,5,green,1,650,us,0,2.045,16.0,mww,6.43,-9.3293,157.877,"Gizo, Solomon Islands",Other
"m 6.6 - 186 km wnw of malango, solomon islands",6.6,2015-10-08 04:12:00,3,5,green,1,671,us,0,1.872,20.0,mww,22.0,-9.3438,158.053,"Malango, Solomon Islands",Other
"m 7.0 - 234 km w of abepura, indonesia",7.0,2015-07-27 21:41:00,9,7,green,1,762,us,0,6.278,12.0,mww,48.0,-2.6286,138.528,"Abepura, Indonesia",Indonesia
"m 6.9 - fox islands, aleutian islands, alaska",6.9,2015-07-27 04:49:00,4,7,green,1,734,us,0,0.444,39.0,mww,29.0,52.376,-169.446,"Fox Islands, Aleutian Islands, Alaska",Other
"m 7.0 - 80 km wnw of lata, solomon islands",7.0,2015-07-18 02:27:00,8,6,green,1,759,us,0,5.205,22.0,mww,11.0,-10.4012,165.141,"Lata, Solomon Islands",Other
"m 6.5 - 128 km ne of bathsheba, barbados",6.5,2015-07-16 15:16:00,4,4,green,1,686,us,0,1.218,20.0,mww,20.0,13.8672,-58.5479,"Bathsheba, Barbados",Other
"m 6.7 - 150 km wnw of malango, solomon islands",6.7,2015-10-07 04:12:00,4,5,green,1,691,us,0,1.529,11.0,mww,12.0,-9.307,158.403,"Malango, Solomon Islands",Solomon Islands
"m 6.5 - bonin islands, japan region",6.5,2015-06-23 12:18:00,3,4,green,0,652,us,0,2.277,11.0,mww,460.0,27.7375,139.725,"Bonin Islands, Japan region",Other
"m 6.8 - 117 km sse of ugashik, alaska",6.8,2015-05-29 07:00:00,5,6,green,1,762,ak,0,0.0,0.0,mw,72.6,56.594,-156.43,"Ugashik, Alaska",Other
"m 6.8 - 159 km ese of kirakira, solomon islands",6.8,2015-05-22 23:59:00,1,5,green,1,711,us,0,3.619,18.0,mww,10.0,-11.1093,163.215,"Kirakira, Solomon Islands",Other
"m 6.9 - 205 km ese of kirakira, solomon islands",6.9,2015-05-22 21:45:00,1,4,green,1,732,us,0,4.024,22.0,mww,11.19,-11.0559,163.696,"Kirakira, Solomon Islands",Other
"m 6.8 - 178 km w of lata, solomon islands",6.8,2015-05-20 22:48:00,1,4,green,1,711,us,0,4.395,15.0,mww,11.0,-10.8759,164.169,"Lata, Solomon Islands",Other
"m 6.8 - 32 km se of ?funato, japan",6.8,2015-12-05 21:12:00,8,6,green,1,831,us,0,1.422,8.0,mww,35.0,38.9056,142.032,"?funato, Japan",Japan
"m 7.1 - 143 km sw of panguna, papua new guinea",7.1,2015-07-05 07:10:00,1,6,green,1,776,us,0,3.835,11.0,mww,10.0,-7.2175,154.557,"Panguna, Papua New Guinea",Other
"m 7.5 - 131 km ssw of kokopo, papua new guinea",7.5,2015-05-05 01:44:00,7,8,green,1,869,us,0,1.295,22.0,mww,55.0,-5.4624,151.875,"Kokopo, Papua New Guinea",Papua New Guinea
"m 6.8 - 109 km ssw of kokopo, papua new guinea",6.8,2015-01-05 08:06:00,5,6,green,1,714,us,0,1.074,23.0,mww,44.0,-5.2005,151.777,"Kokopo, Papua New Guinea",Papua New Guinea
"m 6.7 - 126 km ssw of kokopo, papua new guinea",6.7,2015-04-30 10:45:00,5,6,green,1,692,us,0,1.239,12.0,mww,31.0,-5.375,151.771,"Kokopo, Papua New Guinea",Papua New Guinea
"m 6.6 - 71 km nne of bharatpur, nepal",6.6,2015-04-25 06:45:00,8,7,yellow,0,733,us,0,1.778,16.0,mww,10.0,28.2244,84.8216,"Bharatpur, Nepal",Nepal
"m 6.5 - 181 km ssw of alo, wallis and futuna",6.5,2015-04-17 15:52:00,0,5,green,1,650,us,0,3.702,42.0,mww,10.0,-15.8815,-178.6,"Alo, Wallis and Futuna",Other
"m 6.5 - 96 km ene of hihifo, tonga",6.5,2015-03-30 08:48:00,2,5,green,1,650,us,0,4.629,36.0,mww,11.0,-15.4994,-173.029,"Hihifo, Tonga",Other
"m 7.5 - 53 km se of kokopo, papua new guinea",7.5,2015-03-29 23:48:00,6,7,green,1,872,us,0,0.666,19.0,mww,41.0,-4.7294,152.562,"Kokopo, Papua New Guinea",Papua New Guinea
"m 7.0 - 150 km nne of maumere, indonesia",7.0,2015-02-27 13:45:00,4,6,green,0,760,us,0,1.362,12.0,mww,552.06,-7.2968,122.535,"Maumere, Indonesia",Indonesia
"m 6.7 - 83 km ene of miyako, japan",6.7,2015-02-16 23:06:00,5,5,green,1,714,us,0,1.925,20.0,mww,23.0,39.8558,142.881,"Miyako, Japan",Other
"m 6.7 - 103 km w of el aguilar, argentina",6.7,2015-11-02 18:57:00,4,6,green,1,700,us,0,2.11,16.0,mww,223.0,-23.1125,-66.688,"El Aguilar, Argentina",Argentina
"m 6.8 - 81 km nne of port-vila, vanuatu",6.8,2015-01-23 03:47:00,1,4,green,1,711,us,0,2.019,13.0,mww,219.96,-17.0309,168.52,"Port-Vila, Vanuatu",Vanuatu
"m 6.5 - 236 km s of punta de burica, panama",6.5,2015-07-01 05:07:00,1,4,green,1,650,us,0,4.318,61.0,mww,8.0,5.9045,-82.6576,"Punta de Burica, Panama",Other
"m 6.6 - 22 km ese of punta de burica, panama",6.6,2014-08-12 08:54:00,7,6,green,1,709,us,0,2.485,43.0,mww,20.0,7.9401,-82.6865,"Punta de Burica, Panama",Panama
"m 6.6 - 115 km w of panguna, papua new guinea",6.6,2014-07-12 01:22:00,1,5,green,1,670,us,0,3.246,12.0,mww,23.0,-6.5108,154.46,"Panguna, Papua New Guinea",Other
"m 6.6 - 106 km wsw of sangay, philippines",6.6,2014-02-12 05:11:00,1,3,green,0,670,us,0,2.6,9.0,mww,614.0,6.1572,123.126,"Sangay, Philippines",Philippines
"m 6.8 - 157 km nw of ternate, indonesia",6.8,2014-11-26 14:33:00,6,5,green,1,713,us,0,1.421,19.0,mww,39.0,1.9604,126.575,"Ternate, Indonesia",Indonesia
"m 6.5 - 123 km wnw of tobelo, indonesia",6.5,2014-11-21 10:10:00,5,5,green,1,652,us,0,1.549,9.0,mww,35.0,2.2999,127.056,"Tobelo, Indonesia",Indonesia
"m 6.7 - 183 km ne of gisborne, new zealand",6.7,2014-11-16 22:33:00,7,4,green,1,698,us,0,1.079,25.0,mww,22.0,-37.6478,179.662,"Gisborne, New Zealand",Other
"m 7.1 - 155 km nw of ternate, indonesia",7.1,2014-11-15 02:31:00,4,6,green,1,779,us,0,1.397,18.0,mww,45.0,1.8929,126.522,"Ternate, Indonesia",Indonesia
"m 6.6 - 76 km ne of finschhafen, papua new guinea",6.6,2014-07-11 03:33:00,2,6,green,1,671,us,0,3.557,13.0,mww,53.19,-5.9873,148.232,"Finschhafen, Papua New Guinea",Papua New Guinea
m 7.1 - fiji region,7.1,2014-01-11 18:57:00,3,6,green,1,776,us,0,4.415,13.0,mww,434.0,-19.6903,-177.759,Fiji region,Other
"m 7.3 - 74 km s of intipuc?, el salvador",7.3,2014-10-14 03:51:00,8,6,yellow,1,982,us,0,1.078,18.0,mww,40.0,12.5262,-88.1225,"Intipuc?, El Salvador",Other
"m 6.7 - 43 km nw of piti village, guam",6.7,2014-09-17 06:14:00,5,5,green,1,724,us,0,0.46,11.0,mww,130.0,13.7641,144.429,"Piti Village, Guam",Other
"m 6.8 - 38 km nw of aniso, peru",6.8,2014-08-24 23:21:00,6,6,green,1,741,us,0,4.107,18.0,mww,101.0,-14.598,-73.5714,"Aniso, Peru",Peru
m 6.9 - federated states of micronesia region,6.9,2014-03-08 00:22:00,0,4,green,1,732,us,0,6.393,12.0,mww,13.0,0.8295,146.169,Micronesia region,Other
m 6.9 - fiji region,6.9,2014-07-21 14:54:00,0,6,green,1,732,us,0,3.934,15.0,mww,615.42,-19.8015,-178.4,Fiji region,Fiji
"m 6.5 - 139 km ese of namie, japan",6.5,2014-11-07 19:22:00,5,4,green,1,706,us,0,2.421,9.0,mww,20.0,37.0052,142.452,"Namie, Japan",Other
"m 6.5 - 217 km sse of kokopo, papua new guinea",6.5,2014-04-07 15:00:00,0,4,green,1,650,us,0,2.124,15.0,mww,20.0,-6.2304,152.807,"Kokopo, Papua New Guinea",Other
"m 6.7 - 201 km sse of mata-utu, wallis and futuna",6.7,2014-06-29 17:15:00,0,5,green,1,691,us,0,6.713,45.0,mww,18.0,-14.9831,-175.51,"Mata-Utu, Wallis and Futuna",Other
m 6.9 - south sandwich islands region,6.9,2014-06-29 07:52:00,0,5,green,1,732,us,0,4.838,25.0,mww,8.0,-55.4703,-28.3669,South Sandwich Islands region,Other
"m 7.9 - rat islands, aleutian islands, alaska",7.9,2014-06-23 20:53:00,6,8,green,1,963,us,0,0.133,22.0,mww,109.0,51.8486,178.735,"Rat Islands, Aleutian Islands, Alaska",Russian Federation
"m 6.7 - kermadec islands, new zealand",6.7,2014-06-23 20:06:00,0,5,green,0,691,us,0,0.748,43.0,mwc,26.59,-29.9414,-177.607,"Kermadec Islands, New Zealand",Other
"m 6.5 - kermadec islands, new zealand",6.5,2014-06-23 19:21:00,0,5,green,0,650,us,0,0.778,30.0,mwc,10.0,-29.9379,-177.516,"Kermadec Islands, New Zealand",Other
"m 6.9 - kermadec islands, new zealand",6.9,2014-06-23 19:19:00,0,5,green,1,732,us,0,0.751,35.0,mww,20.0,-29.9772,-177.725,"Kermadec Islands, New Zealand",Other
"m 6.9 - 21 km ssw of kamari?tissa, greece",6.9,2014-05-24 09:25:00,9,7,green,0,951,us,0,0.402,25.0,mww,6.43,40.2893,25.3889,"Kamari?tissa, Greece",Greece
"m 6.5 - 110 km se of punta de burica, panama",6.5,2014-05-13 06:35:00,7,5,green,1,694,us,0,3.121,33.0,mww,10.0,7.2096,-82.3045,"Punta de Burica, Panama",Other
"m 6.6 - 239 km sse of isangel, vanuatu",6.6,2014-01-05 06:36:00,0,5,green,1,670,us,0,3.34,10.0,mww,106.0,-21.4542,170.355,"Isangel, Vanuatu",Other
"m 6.5 - 107 km wsw of vernon, canada",6.5,2014-04-24 03:10:00,4,6,green,1,838,us,0,0.0,0.0,mww,10.0,49.6388,-127.732,"Vernon, Canada",Other
